Country,Year,GDP_Growth,CO2_Emission_Metrics_per_capita,Electricity_access,Urban_population,Population_growth,Urban_population_growth_annual,Live_stock_production,Forest_area,Renewable_energy_use,Energy_use_kg_of_oil_per_capita,Population_total
Japan,2013,2,9.8,100,91.2,-0.1,-0.1,100.8,68.5,4.9,"3,567.60","12,74,45,000.00"
Jordan,2013,2.6,2.9,99.4,89.1,5.2,6.2,92.9,1.1,3.2,906.9,"85,20,420.00"
Kazakhstan,2013,6,15.4,99.9,57,1.4,1.6,93.3,1.2,1.2,"4,786.60","1,70,35,550.00"
Kenya,2013,5.9,0.3,43,24.8,2.6,4.3,95,6.3,77.1,468.6,"4,55,19,889.00"
Kiribati,2013,4.2,0.5,82.2,49.9,1.4,3.1,97.6,1.5,3,..,"1,07,890.00"
"Korea, Dem. People’s Rep.",2013,..,1.1,36.4,60.9,0.5,0.8,101.9,51.3,23.8,435.2,"2,49,29,452.00"
"Korea, Rep.",2013,3.2,11.7,100,81.8,0.5,0.4,97,65.2,1.9,"5,231.70","5,04,28,893.00"
Kosovo,2013,3.4,4.4,100,..,0.6,..,..,..,20.9,"1,296.70","18,18,117.00"
Kuwait,2013,1.1,26.9,100,100,5.2,5.2,82.8,0.4,0,"9,906.50","35,26,376.00"
Kyrgyz Republic,2013,10.9,1.7,99.5,35.5,2,2.2,91.3,6.5,24.6,690.3,"57,19,600.00"
Lao PDR,2013,8,0.6,79.5,31.9,1.5,3.4,87.6,73,60.7,..,"65,41,304.00"
Latvia,2013,2.3,3.5,100,67.9,-1.1,-1,92.6,54.4,39.6,"2,156.20","20,12,647.00"
Lebanon,2013,3.8,3.8,100,87.8,6.6,6.7,107.1,13.6,5.7,"1,195.60","59,14,621.00"
Lesotho,2013,4.2,1.2,26.6,26.1,0.7,2.2,106.8,1.1,52.3,..,"20,28,519.00"
Liberia,2013,8.7,0.2,9.8,49,2.7,3.5,93.8,81.3,87,..,"42,48,334.00"
Libya,2013,-13.6,8.9,76.5,78.8,0.5,0.9,118,0.1,1.7,"3,071.80","63,20,359.00"
Liechtenstein,2013,..,1.5,100,14.3,0.9,0.6,100.4,41.9,60.5,..,"36,934.00"
Lithuania,2013,3.6,4.3,100,67,-1,-0.8,97.9,34.8,26.3,"2,356.60","29,57,689.00"
Luxembourg,2013,3.7,18.5,100,89.6,2.3,2.7,88.3,36.5,5.7,"7,312.20","5,43,360.00"
"Macao SAR, China",2013,11.2,2.2,100,100,2.3,2.3,91.3,..,14.4,..,"5,77,372.00"
Madagascar,2013,2.3,0.1,12.9,33.9,2.7,4.7,98.5,21.5,72.7,..,"2,29,61,253.00"
Malawi,2013,5.2,0.1,9,16,2.8,3.8,82.2,26.9,79.9,..,"1,58,39,269.00"
Malaysia,2013,4.7,8,99.9,72.9,1.4,2.3,89.9,58.6,4.5,"2,979.60","2,94,68,872.00"
Maldives,2013,7.3,2.6,99.6,37.7,4.5,5.6,99,2.7,1,..,"4,15,593.00"
Mali,2013,2.3,0.2,33.7,38.4,2.9,5,98.7,10.9,62.4,..,"1,64,49,864.00"
Malta,2013,5.5,5.5,100,94.3,1.4,1.5,102.1,1.1,2.6,"1,803.20","4,25,967.00"
Marshall Islands,2013,3.7,2.4,91.1,74.9,0.4,1,..,52.2,12.1,..,"56,938.00"
Mauritania,2013,4.2,0.6,37.5,49.3,2.9,4.8,94,0.3,34.2,..,"38,17,494.00"
Mauritius,2013,3.4,3.2,97.3,41.2,0.2,0,102.7,18.9,11.4,"1,094.70","12,58,653.00"
Mexico,2013,1.4,4.1,99.3,78.7,1.3,1.7,96.3,34.2,9.2,"1,616.60","11,88,27,161.00"
"Micronesia, Fed. Sts.",2013,-3.7,1.3,71.3,22.4,1.3,1.5,93.2,91.7,1.2,..,"1,05,926.00"
Moldova,2013,9,1.7,100,42.5,0,-0.1,97.6,11.6,13.1,"1,073.90","28,58,692.00"
Monaco,2013,9.6,..,100,100,1.2,1.2,..,0,..,..,"36,901.00"
Mongolia,2013,11.6,15.1,81.2,68.1,2,2.1,81.1,9.1,2.9,"1,825.00","28,81,792.00"
Montenegro,2013,3.5,3.5,99.7,65.1,0.1,0.6,105,61.5,49.4,"1,580.40","6,21,207.00"
Morocco,2013,4.5,1.7,97.2,59.7,1.4,2.4,93.1,12.7,12.1,555.9,"3,37,15,693.00"
Mozambique,2013,7,0.2,22.8,33.4,2.8,4.3,104.4,48.8,90.3,427.7,"2,55,60,725.00"
Myanmar,2013,8.4,0.3,56.2,29.5,0.8,1.5,84.9,46.8,74.1,320.4,"5,18,52,451.00"
Namibia,2013,5.6,1.2,47.4,44.8,1.7,4.2,104.7,8.7,28.3,777.6,"22,33,510.00"
Nauru,2013,30.6,4.1,99.1,100,5.1,5.1,98.5,0,0.1,..,"10,821.00"
Nepal,2013,4.1,0.2,78.2,17.8,-0.3,1.8,96.1,41.6,86.3,417.3,"2,69,17,906.00"
Netherlands,2013,-0.1,10.3,100,89.2,0.3,1,92.1,10.9,5,"4,600.20","1,68,04,432.00"
New Caledonia,2013,..,14.6,100,68.5,1.8,2.4,93.7,45.9,6.2,..,"2,63,650.00"
New Zealand,2013,2.6,7.5,100,86.2,0.8,0.8,93.1,37.4,30,"4,360.30","44,42,100.00"
Nicaragua,2013,4.9,0.7,81.3,57.5,1.3,1.7,103.9,33.4,52.6,580.5,"60,62,454.00"
Niger,2013,5.3,0.1,15.1,16.2,3.9,3.9,86.3,0.9,78.7,155,"1,85,04,255.00"
Nigeria,2013,6.7,0.7,55.6,46.1,2.7,4.6,99.3,25,86.8,780.1,"17,17,65,769.00"
North Macedonia,2013,2.9,3.8,100,57.2,0.1,0.2,99.8,38.9,21.2,"1,300.80","20,76,067.00"
Northern Mariana Islands,2013,2.4,..,100,91.2,0.9,1,..,64.8,0,..,"54,784.00"
Norway,2013,1,9.5,100,80.3,1.2,1.7,100.1,33.2,57.7,"6,416.00","50,79,623.00"
Oman,2013,5.1,16.5,100,78.9,7.3,9,124.1,0,0,"6,490.20","37,64,805.00"
Pakistan,2013,4.4,0.9,70.8,35.6,2.1,2.7,93.6,5.2,47.5,464,"19,12,62,919.00"
Palau,2013,-3.4,12.5,98.9,76.9,-0.2,0.7,..,88.7,0,..,"17,606.00"
Panama,2013,6.9,3,89.1,66.1,1.7,2.2,97.1,57.8,20.3,"1,035.60","38,35,437.00"
Papua New Guinea,2013,3.8,0.7,35.8,13,2,2,97.3,79.7,54,..,"77,88,379.00"
Paraguay,2013,8.4,0.8,99,60.2,1.4,1.9,88.3,46.1,63.1,758.9,"65,10,276.00"
Peru,2013,5.9,1.6,92.1,77,0.9,1.1,94.6,57.5,26,684.2,"2,97,73,987.00"
Philippines,2013,6.8,1,87.5,45.9,1.7,2.1,94.7,23.3,29.3,453.1,"9,88,71,552.00"
Poland,2013,1.1,7.9,100,60.5,-0.1,-0.3,94.7,30.6,11.4,"2,565.70","3,80,40,196.00"
Portugal,2013,-0.9,4.3,100,62.4,-0.5,0.4,95.1,35.9,30.2,"2,057.90","1,04,57,295.00"
Puerto Rico,2013,-0.3,..,100,93.7,-1.1,-1.2,108.3,55.6,1.4,..,"35,93,077.00"
Qatar,2013,5.6,36.4,100,98.8,6.2,6.3,109,0,0,"17,266.10","23,36,574.00"
Romania,2013,3.8,3.6,100,53.9,-0.4,-0.4,91.8,29.3,23.1,"1,596.00","1,99,83,693.00"
Russian Federation,2013,1.8,12.1,100,73.9,0.2,0.3,94.8,49.8,3.7,"5,078.60","14,35,06,995.00"
Rwanda,2013,4.7,0.1,15.2,16.9,2.5,2.5,99.8,10.9,88.5,..,"1,08,11,543.00"
Samoa,2013,-0.4,1,98.2,19.4,0.9,-0.4,93.4,58.3,42.3,..,"1,90,717.00"
San Marino,2013,-0.8,..,100,96.4,1.4,1.6,..,16.7,..,..,"32,553.00"
Sao Tome and Principe,2013,4.8,0.6,63.4,68.2,1.9,3.5,89.4,58.6,41.4,..,"1,92,087.00"
Saudi Arabia,2013,2.7,18,100,82.7,3,3.3,101.3,0.5,0,"6,394.80","3,00,52,518.00"
Senegal,2013,2.8,0.6,57,45,2.8,3.7,105.7,43.4,43.6,269.3,"1,37,82,420.00"
Serbia,2013,2.9,6.2,100,55.5,-0.5,-0.3,98.1,31.1,20.2,"2,081.00","71,64,132.00"
Seychelles,2013,6,3.7,98,54.5,1.8,2.6,90.2,73.3,1.3,..,"89,949.00"
Sierra Leone,2013,20.7,0.2,13.5,40,2.2,3.2,95.8,37,75.2,..,"68,63,980.00"
Singapore,2013,4.8,10.4,100,100,1.6,1.6,95.4,24,0.6,"4,880.40","53,99,162.00"
Sint Maarten (Dutch part),2013,1.3,19.5,100,100,5.5,5.5,..,10.9,0,..,"36,607.00"
Slovak Republic,2013,0.7,6.1,100,54.1,0.1,-0.2,117.6,39.9,10.7,"3,130.90","54,13,393.00"
Slovenia,2013,-1,6.7,100,53.3,0.1,0.6,95.8,61.9,22,"3,331.00","20,59,953.00"
Solomon Islands,2013,5.3,0.3,44.7,21.4,2.7,4.9,99.6,90.3,63.4,..,"5,71,335.00"
Somalia,2013,..,0,26.1,42.1,2.7,4,110.2,10.4,94.2,..,"1,30,63,706.00"
South Africa,2013,2.5,8.6,85.4,63.8,1.6,2.4,93.5,14.3,16.1,"2,602.70","5,36,89,236.00"
South Sudan,2013,13.1,0.1,11.8,18.4,2.4,3.4,98.5,11.3,29.7,65.4,"1,03,55,036.00"
Spain,2013,-1.4,5.1,100,79.1,-0.3,0,90.8,37.1,16.9,"2,512.10","4,66,20,045.00"
Sri Lanka,2013,3.4,0.7,90.2,18.2,0.8,0.8,94.2,33.8,59.9,487.4,"2,05,85,000.00"
St. Kitts and Nevis,2013,5.4,4.4,100,31,0.9,0.6,91,42.3,1.5,..,"50,328.00"
St. Lucia,2013,-3.2,2.3,96,18.5,0.5,0.6,102.4,34,2.2,..,"1,77,513.00"
St. Martin (French part),2013,..,..,100,..,-1.5,..,..,24.8,..,..,"36,453.00"
St. Vincent and the Grenadines,2013,1.8,1.9,96.8,50.2,0.2,1,103.8,73.2,6,..,"1,08,622.00"
Sudan,2013,4.4,0.4,43.3,33.5,2.4,2.9,97.5,10.6,61.3,394.6,"3,70,72,550.00"
Suriname,2013,2.9,3.9,94.2,66.1,1.1,1,92.4,97.9,26,"1,264.20","5,47,295.00"
Sweden,2013,1.2,4.7,100,85.9,0.8,1.2,96.4,68.8,48.8,"5,146.50","96,00,379.00"
Switzerland,2013,1.9,5,100,73.7,1.1,1.2,98.9,31.5,23,"3,304.10","80,89,346.00"
Syrian Arab Republic,2013,..,1.9,90.2,52.5,-4.3,-6.2,106.6,2.8,2.9,594.2,"1,95,84,274.00"
Tajikistan,2013,7.4,0.4,98.7,26.6,2.3,2.5,91,3,57.9,322.7,"80,59,769.00"
Tanzania,2013,6.8,0.2,16.4,30.2,3,5.3,96.7,55.1,86.6,495.4,"4,84,82,266.00"
Thailand,2013,2.7,4.2,99.5,46.2,0.5,2.1,97,39.3,22.9,"1,991.60","6,81,44,501.00"
Timor-Leste,2013,2.1,0.4,59,28.8,1.8,3,94.2,62.6,21.5,..,"11,53,295.00"
Togo,2013,6.1,0.4,41,39.1,2.6,4,91.6,22.6,72.4,461.1,"69,54,721.00"
Tonga,2013,0.3,1.1,94.4,23.4,-0.9,-1.2,98.3,12.4,1.6,..,"1,01,768.00"
Trinidad and Tobago,2013,2.2,34.4,100,53.5,0.7,0.4,113.2,45.1,0.3,"14,478.90","13,53,700.00"
Tunisia,2013,2.9,2.5,99.7,67.5,1,1.4,90.7,4.5,13.2,950.7,"1,09,52,951.00"
Turkey,2013,8.5,4.3,100,72.5,1.7,2.5,93.7,27.8,13.8,"1,540.10","7,59,28,564.00"
Turkmenistan,2013,10.2,12.4,100,49.5,1.9,2.6,100.2,8.8,0,"4,883.10","53,66,375.00"
Turks and Caicos Islands,2013,1.1,5.4,100,91.5,1.9,2.4,..,11.1,0.6,..,"34,731.00"
Tuvalu,2013,4.6,1,98.2,57.8,1.1,2.8,97.1,33.3,0,..,"10,857.00"
Uganda,2013,3.6,0.1,13.9,21,3.2,5.8,96.6,13.1,90.8,..,"3,56,95,246.00"
Ukraine,2013,0,6,100,68.9,-0.2,-0.1,105.9,16.6,3.5,"2,553.10","4,54,89,648.00"
United Arab Emirates,2013,5.1,24,100,85.1,0.6,1,84.8,4.5,0.1,"7,604.80","91,97,910.00"
United Kingdom,2013,2.1,7.1,100,82.1,0.7,1,94.7,12.9,6,"2,987.70","6,41,28,273.00"
United States,2013,1.8,16.4,100,81.3,0.7,0.9,98.8,33.8,8.7,"6,907.00","31,59,93,715.00"
Uruguay,2013,4.6,2.2,99.6,94.8,0.3,0.4,97,10.5,50.7,"1,357.80","33,89,439.00"
Uzbekistan,2013,7.6,3.4,100,51,1.6,1.4,88.1,8.2,2.9,"1,419.50","3,02,43,200.00"
Vanuatu,2013,2,0.4,31.7,24.8,2.8,3.2,101.8,36.3,42.6,..,"2,56,635.00"
"Venezuela, RB",2013,1.3,6.2,99.2,88.1,1.4,1.4,103.8,53.3,14.4,"2,308.70","2,97,83,571.00"
Vietnam,2013,5.4,1.6,99,32.4,1.1,3.2,92.1,44.5,37.4,660.3,"9,07,53,472.00"
Virgin Islands (U.S.),2013,-5.8,..,100,95.1,-0.1,0,101.3,53.9,1.7,..,"1,08,044.00"
West Bank and Gaza,2013,4.7,0.6,99.8,74.9,2.4,2.7,80.4,1.5,11.6,..,"40,76,708.00"
"Yemen, Rep.",2013,4.8,1,75.6,33.6,2.7,4.5,94.6,1,0.9,328.7,"2,51,47,109.00"
Zambia,2013,5.1,0.3,28,40.9,3.1,4.4,108.2,62.1,88.5,645,"1,49,26,504.00"
Zimbabwe,2013,2,0.9,38.3,32.7,1.8,1.2,107.4,45.9,79.6,845.4,"1,33,50,356.00"
Arab World,2013,3.3,4.8,88.1,57.4,2.2,2.8,0.9,2.9,4.2,"1,807.20","37,97,05,717.00"
Caribbean small states,2013,0.8,9.2,95,50.6,0.7,0.9,0.2,90.3,8.7,"4,867.90","71,23,333.00"
Central Europe and the Baltics,2013,1.2,6.4,100,62.1,-0.2,-0.2,0.1,34.1,16.6,"2,511.70","10,37,13,726.00"
Early-demographic dividend,2013,4.3,2.2,81.9,43.1,1.4,2.3,0.3,23.4,26.2,883.5,"3,03,71,11,090.00"
East Asia & Pacific,2013,4.8,6.3,96.6,54.7,0.7,2.3,0.2,26.9,13.3,"2,062.50","2,25,20,46,977.00"
East Asia & Pacific (excluding high income),2013,7.2,5.7,96.2,50.7,0.7,2.8,0.2,30.2,15.6,"1,802.70","2,00,89,21,191.00"
East Asia & Pacific (IDA & IBRD countries),2013,7.2,5.8,97,50.6,0.7,2.8,0.2,30.1,15.5,"1,820.00","1,98,39,64,453.00"
Euro area,2013,-0.2,6.8,100,75.9,0.3,0.6,0.1,38.2,15.2,"3,405.00","33,73,02,113.00"
Europe & Central Asia,2013,0.9,7.2,100,71.3,0.5,0.7,0.2,38.4,12.3,"3,220.90","89,80,60,416.00"
Europe & Central Asia (excluding high income),2013,4,7.9,100,66.8,0.7,0.9,0.2,39.4,5.8,"3,159.80","38,50,88,778.00"
Europe & Central Asia (IDA & IBRD countries),2013,3.6,7.6,100,65.6,0.6,0.8,0.2,39.2,7,"3,028.20","44,73,68,356.00"
European Union,2013,-0.1,6.7,100,73.5,0.2,0.5,0.1,39.4,16.5,"3,242.60","44,24,69,471.00"
Fragile and conflict affected situations,2013,3.9,1,50.2,42.4,2.5,3.5,0.8,25.6,59.2,712.1,"69,70,06,260.00"
Heavily indebted poor countries (HIPC),2013,5.6,0.3,33.4,33.8,2.9,4.2,0.2,28.4,78.1,440.9,"67,90,12,664.00"
High income,2013,1.5,10.9,100,80,0.6,0.8,0.1,29.2,10.9,"4,711.40","1,19,83,64,438.00"
IBRD only,2013,5,4.5,93.2,51.9,1,2.2,0.2,34.1,17.3,"1,554.00","4,56,02,54,816.00"
IDA & IBRD total,2013,5,3.5,82.5,47.7,1.3,2.5,0.2,32.2,22.7,"1,328.80","6,02,08,77,871.00"
IDA blend,2013,5.7,0.9,62.4,39.9,2.4,3.5,0.2,30.3,64.3,643.6,"48,96,26,543.00"
IDA only,2013,6,0.3,42.9,31.9,2.2,3.6,0.2,25.9,70.7,381.3,"97,09,96,512.00"
IDA total,2013,5.9,0.5,49.4,34.6,2.3,3.5,0.2,26.7,67.6,484.6,"1,46,06,23,055.00"
Late-demographic dividend,2013,5.2,6.8,99,58,0.6,2.2,0.2,39.4,13.9,"2,240.60","2,22,02,97,520.00"
Latin America & Caribbean,2013,2.8,3.1,96.9,79.4,1.1,1.4,0.2,47.5,27.3,"1,397.00","60,95,98,313.00"
Latin America & Caribbean (excluding high income),2013,2.8,2.9,96.8,79.1,1.1,1.5,0.2,48.7,27.4,"1,341.70","57,85,00,250.00"
Latin America & the Caribbean (IDA & IBRD countries),2013,2.9,3,96.8,79.3,1.1,1.5,0.2,47.6,27.6,"1,401.50","59,35,09,457.00"
Least developed countries: UN classification,2013,5.8,0.3,38.7,31,2.4,4.1,0.2,27.6,74.2,366,"89,77,97,478.00"
Low & middle income,2013,5.1,3.5,82.1,47.6,1.3,2.5,0.2,32.3,22.8,"1,309.10","5,97,12,73,930.00"
Low income,2013,5.6,0.3,32.5,31.1,2.5,3.4,0.2,21.2,74,..,"57,35,83,598.00"
Lower middle income,2013,5.5,1.4,75.7,37,1.5,2.7,0.3,26.6,41.5,623.6,"2,66,87,72,179.00"
Middle East & North Africa,2013,2.8,6.1,97.1,63.7,2,2.5,0.9,2,1.7,"2,162.00","40,99,77,872.00"
Middle East & North Africa (excluding high income),2013,1.7,4,96.6,59.9,1.8,2.3,1,2.5,2.7,"1,374.90","35,12,99,193.00"
Middle East & North Africa (IDA & IBRD countries),2013,1.7,4,96.6,59.8,1.8,2.3,0.2,2.5,2.7,"1,374.90","34,72,22,485.00"
Middle income,2013,5.1,3.8,87.4,49.3,1.2,2.4,0.2,34.4,21.1,"1,369.10","5,39,76,90,332.00"
North America,2013,1.9,16.2,100,81.3,0.7,0.9,0.2,36.3,10.2,"6,990.70","35,11,41,670.00"
Not classified,2013,..,..,..,..,..,..,..,..,..,..,..
OECD members,2013,1.5,9.4,99.9,79.6,0.6,0.9,0.2,32.6,11.7,"4,086.30","1,31,04,19,162.00"
Other small states,2013,3.6,6.9,69.8,59.5,2.1,3.1,0.2,29.5,29,..,"2,77,94,595.00"
Pacific island small states,2013,3.4,1.1,72.7,37.6,1.2,1.8,0.1,67.8,34.1,..,"22,96,101.00"
Post-demographic dividend,2013,1.4,10.5,100,80.4,0.4,0.6,0.1,32,11.2,"4,635.00","1,08,70,64,112.00"
Pre-demographic dividend,2013,5.9,0.6,38.2,38.5,3,4.4,0.2,27.1,74.3,587.5,"79,84,95,530.00"
Small states,2013,3.2,7,74.8,56.4,1.8,2.7,0.2,40.3,25.5,..,"3,72,14,029.00"
South Asia,2013,6.1,1.4,77.8,31.9,1.3,2.5,0.2,18.5,40.2,550,"1,70,57,72,050.00"
South Asia (IDA & IBRD),2013,6.1,1.4,77.8,31.9,1.3,2.5,0.2,18.5,40.2,550,"1,70,57,72,050.00"
Sub-Saharan Africa,2013,5,0.9,38.4,37.6,2.8,4.2,0.2,27.5,70,684.4,"94,30,41,070.00"
Sub-Saharan Africa (excluding high income),2013,5,0.9,38.3,37.5,2.8,4.2,0.2,27.5,70.2,683.7,"94,16,92,468.00"
Sub-Saharan Africa (IDA & IBRD countries),2013,5,0.9,38.4,37.6,2.8,4.2,0.2,27.5,70,684.4,"94,30,41,070.00"
Upper middle income,2013,5,6.2,98.9,61.5,0.8,2.2,0.2,37.4,14.1,"2,091.10","2,72,89,18,153.00"
World,2013,2.7,4.7,85.1,53,1.2,2.1,0.2,30.8,17.7,"1,895.70","7,16,96,38,368.00"
